طابع زمني,1. الجنس,2. الفئة العمرية,3. مكان الإقامة الحالي,4. أعلى مستوى تعليمي,5. هل تعمل أو تدرس في مجال طبي أو صحي ؟,6. هل سبق لك استخدام الأعشاب الطبية لعلاج أي حالة صحية ؟,"7. عندما تمرض, ما الخيار الذي تلجأ إليه أولاً ؟ (يمكن الاختيار اكثر من اجابة)",8. هل تقرأ أو تسأل أو تبحث عن الأعشاب التي تريد استخدامها قبل الاستعمال ؟,9. ما العامل الأهم عند اختيارك للأعشاب ؟,10. هل شعرت أن الأعشاب كانت فعالة في علاج حالتك ؟,11. أي من الأعشاب السورية الشائعة استخدمتها أو سمعت عنها؟ (يمكن الاجابة على اكثر من اجابة),12. هل تعلم أن الأعشاب قد تتداخل مع بعض الأدوية وتسبب مشاكل صحية ؟,"13. برأيك, هل ""المنتج الطبيعي = آمن تماماً ولا يسبب أي أضرار""",14. هل اشتريت أدوية عشبية أو خلطات عشبية عبر الإنترنت ؟,15. هل تعتقد أن هناك أعشاب تباع بأسماء أخرى مختلفة عن اسمها الحقيقي (مثلاً الأقحوان بدلاً من البابونج)؟,16. هل تعتقد أن الأعشاب المطحونة قد تكون مغشوشة بإضافة مواد أخرى ؟,17. هل سبق لك استخدام أعشاب طبية بغرض التنحيف أو إنقاص الوزن ؟,18. أي من هذه الأعشاب استخدمتها للتنحيف؟(يمكن الإجابة على أكثر من خيار),19. هل تعتقد أن هناك حالات غش بمواد دوائية (مثل الملينات أو المدرات الكيميائية) في وصفات الأعشاب للتنحيف دون تصريح عنها ؟,20. هل تعتقد أن هناك حالات غش في الأعشاب وخلطات العسل المقوية باستخدام مركبات دوائية مقوية دون التصريح عنها ؟,21. هل تعتقد أن الإفراط في استخدام الأعشاب الطبية قد يسبب ضرراً للكبد أو الكلى ؟,22. كم مرة تستخدم الأعشاب الطبية *دون استشارة طبيب أو صيدلاني*,23. هل سبق أن شعرت بأي أعراض جانبية بعد استخدام أعشاب طبية ؟ (يمكن اختيار اكثر من اجابة),24. هل تعتقد أن الأعشاب آمنة بأي جرعة وليس لها أي آثار جانبية ؟,25. هل تعتقد أن هناك توابل وبهارات شائعة لها أضرار عند استخدامها بجرعات عالية؟,26. هل تعلم أو سمعت بوجود أعشاب طبية منشطة أو مهدئة للجهاز العصبي قد تسبب الإدمان أو الاعتماد عليها عند الاستخدام المطول ؟,"27. برأيك , هل يمكن لبعض الأعشاب المهدئة أو المنشطة أن تسبب اعتماداً نفسياً أو جسدياً مشابه للأدوية الكيميائية ؟","28. برأيك , ماهو السبب الرئيسي لانتشار الوصفات العشبية الخاطئة أو الخطرة على وسائل التواصل الاجتماعي ؟ (يمكن اختيار اكثر من اجابة)","29. إذا تم تطوير *تطبيق ذكي مجاني باللغة العربية* يعمل كمساعد منزلي يقدم معلومات علمية موثوقة عن الأعشاب السورية , هل ستستخدمه؟",30. هل لديك أي اقتراحات أو ملاحظات إضافية حول  استخدام الأعشاب الطبية في سوريا ؟
2026-04-21 17:59:41.240,أنثى,18-25 سنة,دمشق,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,دائماً,الشهرة/التجربة,إلى حد ما,"إكليل الجبل, البابونج, النعناع",نعم,لا أوافق,نعم,لا أعرف,نعم,نعم (انتقل إلى السؤال 18),الشاي الأخضر,نعم,نعم,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,عدم وعي المستخدمين بالمخاطر,ربما,لاء
2026-04-21 19:07:09.877,أنثى,18-25 سنة,دمشق,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,أحياناً,الثقة بالمصدر,إلى حد ما,النعناع,لا,أوافق,لا,لا أعرف,لا أعرف,نعم (انتقل إلى السؤال 18),الشاي الأخضر,لا أعرف,لا أعرف,ربما,نادراً,لم أشعر بأي أعراض,لا أعرف,ربما,"لا , لم أسمع بهذا من قبل",لا أعرف,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,لا ليس من مجال اختصاصي
2026-04-21 19:56:58.812,أنثى,26-35 سنة,دمشق,بكالوريوس,لا,"نعم , بانتظام",الأعشاب الطبية,دائماً,الثقة بالمصدر,نعم جداً,"إكليل الجبل, اليانسون, البابونج, النعناع",لا,أوافق,لا,لا أعرف,ربما,لا,,ربما,ربما,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد","قلة الرقابة على المحتوى, عدم وعي المستخدمين بالمخاطر",ربما,
2026-04-21 19:57:11.195,أنثى,أكثر من 50 سنة,السعودية ,بكالوريوس,لا,"نعم , بانتظام","الأعشاب الطبية, الأدوية من الصيدلية",أحياناً,الجودة,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, ",نعم,أوافق,لا,نعم,ربما,لا,الشاي الأخضر,ربما,ربما,ربما,غالباً,حساسية,لا,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,زيادة التوعية على فوائد و اخطار الأعشاب و طرق استخدامها 
2026-04-21 20:05:16.079,أنثى,26-35 سنة,دمشق,ثانوية,نعم,"نعم , احيانا",الأعشاب الطبية,دائماً,الثقة بالمصدر,نعم جداً,البابونج,نعم,أوافق,نعم,نعم,نعم,نعم (انتقل إلى السؤال 18),"السنامكي, الشاي الأخضر",نعم,ربما,لا (لأنها طبيعية),دائماً,لم أشعر بأي أعراض,ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"انتشار الموروث الشعبي الخاطئ, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,افضل استشارة طبيب للتأكد من بعض الاعشاب فوائدها واضرارها او جلسات توعوية 
2026-04-21 21:56:04.305,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأدوية من الصيدلية,نادراً,نصيحة شخص آخر,إلى حد ما,النعناع,نعم,لا أوافق,لا,لا أعرف,نعم,لا,,نعم,ربما,ربما,أحياناً,"إسهال, نعاس",لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,
2026-04-21 21:56:24.603,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأدوية من الصيدلية,أحياناً,الشهرة/التجربة,إلى حد ما,"اليانسون, البابونج",لا,أوافق,لا,نعم,لا أعرف,لا,لم استخدم,نعم بشدة,ربما,لا (لأنها طبيعية),غالباً,تسارع ضربات القلب,ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,"يحتاج لرقابة اكثر 
كما نرى أصبح أي شخص يقوم ببيع خلطات للتنحيف والتسمين. ويقول انها من. منشأ طبيعي وبدون نرخيص من وزارة الصحة"
2026-04-21 21:56:32.597,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأدوية من الصيدلية,أحياناً,الشهرة/التجربة,إلى حد ما,"اليانسون, البابونج",لا,أوافق,لا,نعم,لا أعرف,لا,لم استخدم,نعم بشدة,ربما,لا (لأنها طبيعية),غالباً,تسارع ضربات القلب,ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,"يحتاج لرقابة اكثر 
كما نرى أصبح أي شخص يقوم ببيع خلطات للتنحيف والتسمين. ويقول انها من. منشأ طبيعي وبدون نرخيص من وزارة الصحة"
2026-04-21 21:56:52.290,أنثى,18-25 سنة,اللاذقية,ثانوية,نعم,نادرا,"الأدوية من الصيدلية, زيارة الطبيب",أحياناً,نصيحة شخص آخر,إلى حد ما,"إكليل الجبل, اليانسون, ميرمية وزوفا ",نعم,لا أوافق,لا,نعم,نعم بشدة,لا,,نعم بشدة,نعم,نعم بالتأكيد,دائماً,"دوخة, حساسية",لا,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر",لا,
2026-04-21 22:02:16.570,أنثى,18-25 سنة,اللاذقية,ثانوية,نعم,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",دائماً,الثقة بالمصدر,إلى حد ما,"إكليل الجبل, الورد الدمشقي",نعم,محايد,لا,لا,ربما,لا,,نعم بشدة,نعم بشدة,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,لا,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",عدم وعي المستخدمين بالمخاطر,نعم بالتأكيد,
2026-04-21 22:03:05.166,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , بانتظام","الأعشاب الطبية, الأدوية من الصيدلية",دائماً,الثقة بالمصدر,إلى حد ما,"إكليل الجبل, اليانسون, البابونج, النعناع",نعم,لا أوافق,لا,نعم,نعم بشدة,لا,,نعم بشدة,نعم بشدة,نعم بالتأكيد,دائماً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,بقترح ينعمل محتوى عنها وعن مخاطر الإفراط ب تناولها ب جرعات عالية وكميات كبيرة باليوم طبعا المحتوى يكون ع الإنترنت فيس،انستا 
2026-04-21 22:04:47.010,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأعشاب الطبية,أحياناً,الجودة,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي",نعم,محايد,لا,نعم,نعم بشدة,نعم (انتقل إلى السؤال 18),بذور القطونة ,نعم بشدة,نعم بشدة,نعم بالتأكيد,دائماً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,راقبو المصادر مشان الله شفت جذور جينسينغ صينية عند عطار معين باللادقية قلي انو بيقلوه و بيعملو فوقو الطبخة و ما كان دريان بأي تاثير جانبي الو 
2026-04-21 22:04:53.715,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,نادرا,الأدوية من الصيدلية,أحياناً,الجودة,لا أعلم,"البابونج, النعناع",نعم,لا أوافق,لا,نعم,نعم بشدة,لا,,نعم بشدة,نعم بشدة,نعم بالتأكيد,نادراً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",ربما,لا
2026-04-21 22:07:54.548,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأدوية من الصيدلية,دائماً,نصيحة شخص آخر,إلى حد ما,"البابونج, النعناع",لا,أوافق,لا,نعم,نعم,لا,,نعم,لا أعرف,لا أعرف,أحياناً,لم أشعر بأي أعراض,ربما,ربما,"لا , لم أسمع بهذا من قبل",ربما في حالات الاستخدام الطويل,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,لا
2026-04-21 22:13:16.584,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأعشاب الطبية,دائماً,الجودة,نعم جداً,"البابونج, الميرمية والمرتكوش والكمون",نعم,محايد,لا,نعم,نعم بشدة,لا,,نعم,نعم,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,"لا , لم أسمع بهذا من قبل",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,ممكن بالتطبيق توفير معلومات عن كيفية استعمال هذه الاعشاب وليس فقط مضار ومنافع
2026-04-21 22:16:17.334,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,نادرا,"الأدوية من الصيدلية, زيارة الطبيب",أبداً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, إكليل الجبل, البابونج, النعناع",نعم,لا أوافق بشدة,لا,لا أعرف,نعم بشدة,لا,,نعم,نعم,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,
2026-04-21 22:16:59.103,أنثى,18-25 سنة,طرطوس,بكالوريوس,نعم,"نعم , بانتظام",الأعشاب الطبية,دائماً,الجودة,نعم جداً,"إكليل الجبل, البابونج, الورد الدمشقي",نعم,أوافق,لا,لا أعرف,ربما,لا,,ربما,ربما,ربما,غالباً,لم أشعر بأي أعراض,نعم,لا,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,لا أعتقد ذلك,رغبة الناس في حلول سريعة ورخيصة,ربما لا,لا 
2026-04-21 22:36:57.086,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأعشاب الطبية,أحياناً,الثقة بالمصدر,إلى حد ما,البابونج,نعم,لا أوافق,لا,لا,نعم,لا,لم استخدم,نعم,نعم,ربما,غالباً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",لا أعتقد ذلك,كل ما سبق,لا,التوعية حول الاستخدام 
2026-04-21 23:55:48.492,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,نادرا,"الأعشاب الطبية, الأدوية من الصيدلية",أحياناً,الثقة بالمصدر,إلى حد ما,"اليانسون, البابونج",نعم,محايد,لا,لا أعرف,ربما,لا,,ربما,ربما,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,
2026-04-22 00:14:59.113,أنثى,18-25 سنة,اللاذقية,دراسات عليا,نعم,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",أحياناً,الشهرة/التجربة,إلى حد ما,"اليانسون, البابونج, النعناع",لا,محايد,لا,لا أعرف,ربما,لا,,ربما,ربما,لا أعرف,غالباً,لم أشعر بأي أعراض,لا أعرف,ربما,"لا , لم أسمع بهذا من قبل",لا أعرف,"قلة الرقابة على المحتوى, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",ربما,بقترح اذا من ممكن اضافه  لتطبيق خلطات طبيعيه امنه ،موثوقه وصحيحه للاهتمام والعنايه بالشعر والبشره بشكل عام وايضا اضافه ملاحظات او عمل صفحه موثوقه لنشر الوعي حول مخاطر استخدام العشوائي للاعشاب 
2026-04-22 02:51:55.982,أنثى,18-25 سنة,طرطوس,دراسات عليا,نعم,"نعم , بانتظام",الأدوية من الصيدلية,دائماً,الجودة,إلى حد ما,"إكليل الجبل, اليانسون, البابونج, النعناع",نعم,لا أوافق,لا,نعم,نعم بشدة,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,نعم,نعم بالتأكيد,غالباً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,"عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,لا
2026-04-22 10:28:42.564,ذكر,أكثر من 50 سنة,ألمانيا ,دراسات عليا,لا,"نعم , احيانا",زيارة الطبيب,أحياناً,الجودة,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, أوراق الزيتون",نعم,أوافق,لا,لا أعرف,نعم,لا,,نعم,ربما,ربما,غالباً,لم أشعر بأي أعراض,ربما,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر",ربما,
2026-04-24 02:01:35.683,أنثى,26-35 سنة,دمشق,دراسات عليا,نعم,"نعم , احيانا",الأعشاب الطبية,نادراً,الشهرة/التجربة,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي",لا,لا أوافق,لا,لا أعرف,ربما,لا,,ربما,ربما,ربما,دائماً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,
2026-04-25 10:16:43.642,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , بانتظام",الأعشاب الطبية,أحياناً,الشهرة/التجربة,إلى حد ما,"الزعتر السوري, إكليل الجبل, النعناع",لا,محايد,لا,نعم,نعم بشدة,لا,,ربما,ربما,ربما,غالباً,"دوخة, تسارع ضربات القلب",ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,لا يوجد
2026-04-25 18:41:37.489,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,أحياناً,الجودة,إلى حد ما,البابونج,نعم,محايد,نعم,لا أعرف,ربما,لا,"الشاي الأخضر, القهوة الخضراء",ربما,ربما,لا أعرف,أحياناً,تسارع ضربات القلب,لا,ربما,"نعم , أعرف ذلك جيداً",لا أعتقد ذلك,عدم وعي المستخدمين بالمخاطر,نعم بالتأكيد,كتابة طريقة الاستعمال والوقت المناسب لها
2026-04-25 19:17:52.520,أنثى,18-25 سنة,اللاذقية,دراسات عليا,نعم,"نعم , احيانا",الأعشاب الطبية,دائماً,الجودة,إلى حد ما,البابونج,نعم,لا أوافق,لا,نعم,نعم بشدة,لا,الشاي الأخضر,نعم بشدة,نعم بشدة,نعم بالتأكيد,نادراً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,نعم بالتأكيد,لا 
2026-04-27 14:30:35.989,أنثى,26-35 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",زيارة الطبيب,أحياناً,نصيحة شخص آخر,نعم جداً,"إكليل الجبل, اليانسون, البابونج, النعناع, أوراق الزيتون",لا,محايد,نعم,لا,نعم,لا,,ربما,ربما,لا (لأنها طبيعية),غالباً,إسهال,لا أعرف,لا أعرف,"لا , لم أسمع بهذا من قبل",لا أعتقد ذلك,"قلة الرقابة على المحتوى, كل ما سبق",نعم بالتأكيد,
2026-04-28 00:13:23.105,ذكر,أكثر من 50 سنة,الحسكة,بكالوريوس,لا,"نعم , احيانا",زيارة الطبيب,أحياناً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, اليانسون, البابونج, النعناع",نعم,محايد,لا,لا أعرف,نعم,لا,,ربما,ربما,لا أعرف,أحياناً,"تقلصات أو آلام في البطن, غثيان أو قيء",ربما,ربما,"لا , لم أسمع بهذا من قبل",لا أعتقد ذلك,كل ما سبق,نعم بالتأكيد,
2026-04-28 00:51:30.449,ذكر,26-35 سنة,دمشق,بكالوريوس,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية, زيارة الطبيب",أحياناً,الثقة بالمصدر,إلى حد ما,"إكليل الجبل, اليانسون, البابونج, النعناع, القرفة الرشاد ",نعم,أوافق,لا,نعم,ربما,لا,,ربما,لا أعرف,ربما,غالباً,"إسهال, غثيان أو قيء",لا,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,
2026-04-28 07:56:17.339,أنثى,18-25 سنة,اللاذقية,ثانوية,لا,"نعم , احيانا",زيارة الطبيب,دائماً,الثقة بالمصدر,إلى حد ما,البابونج,نعم,محايد,لا,لا أعرف,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,ربما,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",رغبة الناس في حلول سريعة ورخيصة,نعم بالتأكيد,
2026-04-28 08:51:50.280,ذكر,18-25 سنة,اللاذقية,دراسات عليا,نعم,"نعم , احيانا",الأدوية من الصيدلية,دائماً,الشهرة/التجربة,إلى حد ما,"إكليل الجبل, اليانسون, البابونج, النعناع, يانسون النجمة والشيح",نعم,لا أوافق,لا,نعم,نعم,لا,"الشاي الأخضر, القهوة الخضراء",نعم بشدة,نعم,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,ربما,"نعم , أعرف ذلك جيداً",لا أعتقد ذلك,"قلة الرقابة على المحتوى, عدم وعي المستخدمين بالمخاطر",نعم بالتأكيد,
2026-04-28 10:49:46.393,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",دائماً,الجودة,إلى حد ما,"الزعتر السوري, اليانسون, البابونج, النعناع",نعم,أوافق,لا,نعم,نعم بشدة,نعم (انتقل إلى السؤال 18),الشاي الأخضر,نعم بشدة,نعم بشدة,ربما,دائماً,تقلصات أو آلام في البطن,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",قلة الرقابة على المحتوى,نعم بالتأكيد,No
2026-04-28 11:07:08.244,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,نادرا,الأدوية من الصيدلية,دائماً,الشهرة/التجربة,نعم جداً,"اليانسون, النعناع",لا,أوافق بشدة,لا,لا أعرف,نعم,لا,الشاي الأخضر,نعم بشدة,ربما,نعم بالتأكيد,أحياناً,تقلصات أو آلام في البطن,لا,نعم,"لا , لم أسمع بهذا من قبل",لا أعرف,"انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, كل ما سبق",ربما,
2026-04-29 13:25:22.325,أنثى,18-25 سنة,اللاذقية,ثانوية,نعم,"نعم , احيانا",الأعشاب الطبية,دائماً,الجودة,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,لا أوافق بشدة,لا,نعم,نعم بشدة,نعم (انتقل إلى السؤال 18),"السنامكي, الشاي الأخضر",نعم بشدة,نعم بشدة,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,ربما,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ",نعم بالتأكيد,نشر توعية على وسائل التواصل الاجتماعي 
2026-04-29 20:56:05.589,أنثى,18-25 سنة,اللاذقية,دراسات عليا,نعم,نادرا,الأدوية من الصيدلية,دائماً,الثقة بالمصدر,إلى حد ما,إكليل الجبل,نعم,لا أوافق,لا,نعم,نعم,لا,,نعم بشدة,نعم,نعم بالتأكيد,نادراً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,"انتشار الموروث الشعبي الخاطئ, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,"المزيد من التوعية لعامة الشعب حول مخاطر استخدام الخلطات العشبية من العطارين بدون رقابة صحية أو توفر إثبات عن محتويات هذه الخلطات بدقة .
بالإضافة إلى ضرورة الرقابة الصحية على ما يسمى أطباء التنحيف لما قد تسببه الخلطات التي يصفونها بإسهالات مزمنة و مشاكل هضمية متنوعة "
2026-04-29 21:17:41.127,ذكر,26-35 سنة,اللاذقية,دراسات عليا,لا,"نعم , احيانا",الأدوية من الصيدلية,أحياناً,نصيحة شخص آخر,إلى حد ما,"الزعتر السوري, البابونج, النعناع",لا,محايد,لا,لا,ربما,نعم (انتقل إلى السؤال 18),"العشرق, الشاي الأخضر",نعم,نعم,ربما,أحياناً,"تقلصات أو آلام في البطن, إسهال",ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",ربما,عدم الاستخدام المفرط . 
2026-04-29 21:42:54.016,ذكر,26-35 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأعشاب الطبية,أحياناً,الثقة بالمصدر,إلى حد ما,"البابونج, النعناع",لا,أوافق بشدة,لا,نعم,نعم,نعم (انتقل إلى السؤال 18),العشرق,نعم,نعم,نعم بالتأكيد,دائماً,لم أشعر بأي أعراض,نعم,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",انتشار الموروث الشعبي الخاطئ,نعم بالتأكيد,
2026-04-29 22:19:18.019,ذكر,18-25 سنة,اللاذقية,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,أحياناً,الجودة,إلى حد ما,"إكليل الجبل, البابونج, النعناع",لا,أوافق,لا,لا أعرف,ربما,لا,,ربما,ربما,نعم بالتأكيد,دائماً,لم أشعر بأي أعراض,نعم,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",ربما,
2026-04-29 22:25:49.657,ذكر,أكثر من 50 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",زيارة الطبيب,أحياناً,الثقة بالمصدر,إلى حد ما,البابونج,نعم,أوافق,لا,لا أعرف,نعم,لا,الشاي الأخضر,نعم,ربما,ربما,أحياناً,لم أشعر بأي أعراض,ربما,لا أعرف,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,لا أعرف,كل ما سبق,ربما,
2026-04-29 23:17:16.439,أنثى,أكثر من 50 سنة,اللاذقية,بكالوريوس,لا,"نعم , بانتظام","الأعشاب الطبية, الأدوية من الصيدلية",أحياناً,نصيحة شخص آخر,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, ",لا,أوافق,لا,نعم,ربما,نعم (انتقل إلى السؤال 18),"الشاي الأخضر, ",لا,ربما,نعم بالتأكيد,دائماً,لم أشعر بأي أعراض,نعم,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"انتشار الموروث الشعبي الخاطئ, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,يجب تبويب الفواىد الطبية للاعشاب في كتاب خاص عن جميع الاعشاب وعلاقة المرض وارتباطه بالاعشاب المفيدة وكيفية استخدامه بشكل صحيح
2026-04-29 23:17:20.878,ذكر,أكثر من 50 سنة,اللاذقية,بكالوريوس,لا,"نعم , بانتظام","الأعشاب الطبية, الأدوية من الصيدلية, زيارة الطبيب",دائماً,الجودة,إلى حد ما,"إكليل الجبل, اليانسون, البابونج, نبات القريص . ورق الزيتون . ورق الغار",نعم,أوافق,لا,لا أعرف,لا أعرف,لا,,لا أعرف,لا أعرف,ربما,نادراً,لم أشعر بأي أعراض,ربما,نعم,"لا , لم أسمع بهذا من قبل",لا أعرف,كل ما سبق,نعم بالتأكيد,حبذا وجود هيئة علمية تقوم بابحاث حول الأعشاب الطبية السورية وتوعية الشعب للاستفادة الصحيحة 
